gen,ind,lap,time_s,A,B,C
cma8h_pA_gen2,2,3,126.076,25.5231,1.5850,212.3237,2.0607,0.00844,0.0000
cma8h_pA_gen2,2,4,124.012,25.5231,1.5850,212.3237,2.0607,0.00844,0.0000
cma8h_pA_gen2,6,1,127.204,24.8221,1.7184,209.5018,2.1746,0.00834,0.0000
cma8h_pA_gen3,3,1,127.190,25.1841,1.5555,210.8011,2.1076,0.00837,0.0000
cma8h_pA_gen3,3,2,125.216,25.1841,1.5555,210.8011,2.1076,0.00837,0.0000
cma8h_pA_gen4,3,1,126.864,25.9896,1.5926,201.7393,2.1516,0.00927,0.0000
cma8h_pA_gen4,3,2,123.082,25.9896,1.5926,201.7393,2.1516,0.00927,0.0000
cma8h_pA_gen18,6,1,155.408,25.6090,1.5028,223.0425,2.4377,0.01670,0.0000
cma8h_pA_gen18,6,2,145.834,25.6090,1.5028,223.0425,2.4377,0.01670,0.0000
cma8h_pB_gen1,2,1,126.706,26.1580,1.5550,200.2085,2.1414,0.00863,0.0904
cma8h_pB_gen1,2,2,123.476,26.1580,1.5550,200.2085,2.1414,0.00863,0.0904
cma8h_pB_gen1,2,3,122.848,26.1580,1.5550,200.2085,2.1414,0.00863,0.0904
cma8h_pB_gen1,2,4,125.372,26.1580,1.5550,200.2085,2.1414,0.00863,0.0904
cma8h_pB_gen1,5,1,128.654,25.9853,1.6448,199.2340,2.1506,0.00950,0.0000
cma8h_pB_gen1,5,2,123.196,25.9853,1.6448,199.2340,2.1506,0.00950,0.0000
cma8h_pB_gen1,7,1,127.692,25.8907,1.5576,204.5754,2.1910,0.00839,0.0000
cma8h_pB_gen1,7,2,125.656,25.8907,1.5576,204.5754,2.1910,0.00839,0.0000
cma8h_pB_gen1,7,3,125.266,25.8907,1.5576,204.5754,2.1910,0.00839,0.0000
cma8h_pB_gen2,6,1,126.436,25.7482,1.5803,199.8945,2.2023,0.00993,0.0000
cma8h_pB_gen3,5,1,129.320,26.8505,1.5883,200.2884,2.1754,0.00857,0.0233
cma8h_pB_gen3,5,2,126.822,26.8505,1.5883,200.2884,2.1754,0.00857,0.0233
cma8h_pB_gen3,5,3,125.118,26.8505,1.5883,200.2884,2.1754,0.00857,0.0233
cma8h_pB_gen3,5,4,127.264,26.8505,1.5883,200.2884,2.1754,0.00857,0.0233
cma8h_pB_gen5,2,1,153.912,26.4661,1.5518,213.6464,2.2361,0.00986,0.0778
cma8h_pB_gen5,2,2,148.158,26.4661,1.5518,213.6464,2.2361,0.00986,0.0778
cma8h_pB_gen5,2,3,152.740,26.4661,1.5518,213.6464,2.2361,0.00986,0.0778
cma8h_pB_gen10,1,1,175.316,28.5169,1.6134,239.6633,2.5347,0.01256,0.1772
cma8h_pB_gen10,1,2,169.492,28.5169,1.6134,239.6633,2.5347,0.01256,0.1772
cma8h_pB_gen10,1,3,170.726,28.5169,1.6134,239.6633,2.5347,0.01256,0.1772
cma8h_pB_gen14,6,1,152.410,27.8853,1.5995,252.9988,2.5107,0.01195,0.2520
5h_gen1,2,1,128.982,26.1423,1.5553,200.0531,2.1430,0.00866,0.0840
5h_gen1,2,2,126.096,26.1423,1.5553,200.0531,2.1430,0.00866,0.0840
5h_gen1,2,3,125.708,26.1423,1.5553,200.0531,2.1430,0.00866,0.0840
5h_gen1,2,4,125.888,26.1423,1.5553,200.0531,2.1430,0.00866,0.0840
5h_gen1,3,1,125.446,26.1314,1.5557,200.1524,2.1441,0.00865,0.0817
5h_gen1,3,2,125.522,26.1314,1.5557,200.1524,2.1441,0.00865,0.0817
5h_gen1,3,3,126.156,26.1314,1.5557,200.1524,2.1441,0.00865,0.0817
5h_gen1,3,4,128.054,26.1314,1.5557,200.1524,2.1441,0.00865,0.0817
5h_gen1,4,1,128.214,26.1584,1.5534,199.7510,2.1483,0.00870,0.0878
5h_gen1,4,2,126.334,26.1584,1.5534,199.7510,2.1483,0.00870,0.0878
5h_gen1,4,3,125.640,26.1584,1.5534,199.7510,2.1483,0.00870,0.0878
5h_gen1,4,4,126.018,26.1584,1.5534,199.7510,2.1483,0.00870,0.0878
5h_gen1,5,1,128.590,26.1495,1.5531,200.7031,2.1437,0.00865,0.0851
5h_gen1,5,2,126.258,26.1495,1.5531,200.7031,2.1437,0.00865,0.0851
5h_gen1,5,3,126.568,26.1495,1.5531,200.7031,2.1437,0.00865,0.0851
5h_gen1,5,4,126.078,26.1495,1.5531,200.7031,2.1437,0.00865,0.0851
5h_gen1,6,1,127.054,26.1335,1.5518,200.1779,2.1430,0.00865,0.0823
5h_gen1,6,2,126.044,26.1335,1.5518,200.1779,2.1430,0.00865,0.0823
5h_gen1,6,3,125.692,26.1335,1.5518,200.1779,2.1430,0.00865,0.0823
5h_gen1,6,4,128.520,26.1335,1.5518,200.1779,2.1430,0.00865,0.0823
5h_gen1,7,1,125.986,26.1512,1.5528,199.9396,2.1445,0.00868,0.0799
5h_gen1,7,2,126.184,26.1512,1.5528,199.9396,2.1445,0.00868,0.0799
5h_gen1,7,3,123.448,26.1512,1.5528,199.9396,2.1445,0.00868,0.0799
5h_gen1,7,4,133.150,26.1512,1.5528,199.9396,2.1445,0.00868,0.0799
5h_gen1,8,1,125.748,26.1449,1.5531,200.2917,2.1419,0.00865,0.0826
5h_gen1,8,2,126.144,26.1449,1.5531,200.2917,2.1419,0.00865,0.0826
5h_gen1,8,3,122.060,26.1449,1.5531,200.2917,2.1419,0.00865,0.0826
5h_gen1,8,4,126.468,26.1449,1.5531,200.2917,2.1419,0.00865,0.0826
5h_gen2,1,1,127.530,26.1622,1.5540,200.2374,2.1407,0.00866,0.0841
5h_gen2,1,2,123.482,26.1622,1.5540,200.2374,2.1407,0.00866,0.0841
5h_gen2,1,3,122.172,26.1622,1.5540,200.2374,2.1407,0.00866,0.0841
5h_gen2,1,4,125.834,26.1622,1.5540,200.2374,2.1407,0.00866,0.0841
5h_gen2,2,1,127.890,26.1573,1.5545,200.2597,2.1430,0.00867,0.0831
5h_gen2,2,2,127.646,26.1573,1.5545,200.2597,2.1430,0.00867,0.0831
5h_gen2,2,3,127.912,26.1573,1.5545,200.2597,2.1430,0.00867,0.0831
5h_gen2,2,4,122.978,26.1573,1.5545,200.2597,2.1430,0.00867,0.0831
5h_gen2,3,1,131.356,26.1487,1.5571,199.9798,2.1437,0.00863,0.0833
5h_gen2,3,2,128.094,26.1487,1.5571,199.9798,2.1437,0.00863,0.0833
5h_gen2,3,3,126.108,26.1487,1.5571,199.9798,2.1437,0.00863,0.0833
5h_gen2,3,4,126.300,26.1487,1.5571,199.9798,2.1437,0.00863,0.0833
5h_gen2,4,1,129.360,26.1477,1.5547,200.4945,2.1424,0.00865,0.0817
5h_gen2,4,2,125.714,26.1477,1.5547,200.4945,2.1424,0.00865,0.0817
5h_gen2,4,3,126.200,26.1477,1.5547,200.4945,2.1424,0.00865,0.0817
5h_gen2,4,4,123.734,26.1477,1.5547,200.4945,2.1424,0.00865,0.0817
5h_gen2,5,1,128.654,26.1573,1.5536,199.6173,2.1440,0.00866,0.0849
5h_gen2,5,2,128.620,26.1573,1.5536,199.6173,2.1440,0.00866,0.0849
5h_gen2,5,3,128.052,26.1573,1.5536,199.6173,2.1440,0.00866,0.0849
5h_gen2,5,4,125.984,26.1573,1.5536,199.6173,2.1440,0.00866,0.0849
5h_gen2,6,1,199.106,26.1532,1.5549,200.1829,2.1449,0.00865,0.0863
5h_gen2,6,2,194.940,26.1532,1.5549,200.1829,2.1449,0.00865,0.0863
5h_gen2,6,3,196.560,26.1532,1.5549,200.1829,2.1449,0.00865,0.0863
5h_gen2,6,4,199.822,26.1532,1.5549,200.1829,2.1449,0.00865,0.0863
5h_gen2,7,1,128.786,26.1337,1.5530,200.4011,2.1410,0.00865,0.0827
5h_gen2,7,2,123.522,26.1337,1.5530,200.4011,2.1410,0.00865,0.0827
5h_gen2,7,3,126.480,26.1337,1.5530,200.4011,2.1410,0.00865,0.0827
5h_gen2,7,4,126.532,26.1337,1.5530,200.4011,2.1410,0.00865,0.0827
5h_gen2,8,1,128.784,26.1482,1.5554,200.3007,2.1416,0.00866,0.0838
5h_gen2,8,2,125.816,26.1482,1.5554,200.3007,2.1416,0.00866,0.0838
5h_gen2,8,3,128.662,26.1482,1.5554,200.3007,2.1416,0.00866,0.0838
5h_gen2,8,4,125.974,26.1482,1.5554,200.3007,2.1416,0.00866,0.0838
5h_gen3,1,1,131.240,26.1582,1.5544,200.3188,2.1438,0.00864,0.0831
5h_gen3,1,2,125.414,26.1582,1.5544,200.3188,2.1438,0.00864,0.0831
5h_gen3,1,3,122.634,26.1582,1.5544,200.3188,2.1438,0.00864,0.0831
5h_gen3,1,4,126.200,26.1582,1.5544,200.3188,2.1438,0.00864,0.0831
5h_gen3,2,1,129.564,26.1584,1.5543,200.3108,2.1425,0.00866,0.0823
5h_gen3,2,2,125.744,26.1584,1.5543,200.3108,2.1425,0.00866,0.0823
5h_gen3,2,3,127.000,26.1584,1.5543,200.3108,2.1425,0.00866,0.0823
5h_gen3,2,4,126.182,26.1584,1.5543,200.3108,2.1425,0.00866,0.0823
5h_gen3,3,1,125.836,26.1529,1.5535,200.0705,2.1430,0.00868,0.0838
5h_gen3,3,2,123.564,26.1529,1.5535,200.0705,2.1430,0.00868,0.0838
5h_gen3,4,1,129.072,26.1643,1.5530,200.0765,2.1415,0.00866,0.0839
5h_gen3,4,2,125.896,26.1643,1.5530,200.0765,2.1415,0.00866,0.0839
5h_gen3,4,3,123.932,26.1643,1.5530,200.0765,2.1415,0.00866,0.0839
5h_gen3,4,4,125.632,26.1643,1.5530,200.0765,2.1415,0.00866,0.0839
5h_gen3,5,1,129.158,26.1602,1.5495,200.1986,2.1421,0.00865,0.0811
5h_gen3,5,2,126.242,26.1602,1.5495,200.1986,2.1421,0.00865,0.0811
5h_gen3,5,3,126.798,26.1602,1.5495,200.1986,2.1421,0.00865,0.0811
5h_gen3,5,4,127.510,26.1602,1.5495,200.1986,2.1421,0.00865,0.0811
5h_gen3,6,1,128.574,26.1724,1.5528,200.1706,2.1405,0.00871,0.0845
5h_gen3,6,2,127.624,26.1724,1.5528,200.1706,2.1405,0.00871,0.0845
5h_gen3,6,3,125.608,26.1724,1.5528,200.1706,2.1405,0.00871,0.0845
5h_gen3,6,4,125.896,26.1724,1.5528,200.1706,2.1405,0.00871,0.0845
5h_gen3,7,1,128.178,26.1494,1.5550,200.6681,2.1388,0.00866,0.0835
5h_gen3,7,2,125.266,26.1494,1.5550,200.6681,2.1388,0.00866,0.0835
5h_gen3,7,3,125.636,26.1494,1.5550,200.6681,2.1388,0.00866,0.0835
5h_gen3,7,4,122.506,26.1494,1.5550,200.6681,2.1388,0.00866,0.0835
5h_gen3,8,1,129.064,26.1571,1.5565,200.4607,2.1382,0.00868,0.0873
5h_gen3,8,2,126.310,26.1571,1.5565,200.4607,2.1382,0.00868,0.0873
5h_gen3,8,3,126.488,26.1571,1.5565,200.4607,2.1382,0.00868,0.0873
5h_gen3,8,4,122.966,26.1571,1.5565,200.4607,2.1382,0.00868,0.0873
5h_gen4,1,1,128.408,26.1407,1.5541,200.5725,2.1406,0.00865,0.0851
5h_gen4,1,2,126.544,26.1407,1.5541,200.5725,2.1406,0.00865,0.0851
5h_gen4,1,3,123.392,26.1407,1.5541,200.5725,2.1406,0.00865,0.0851
5h_gen4,1,4,124.834,26.1407,1.5541,200.5725,2.1406,0.00865,0.0851
5h_gen4,3,1,128.300,26.1432,1.5557,200.9125,2.1414,0.00870,0.0867
5h_gen4,3,2,125.658,26.1432,1.5557,200.9125,2.1414,0.00870,0.0867
